Title,Link,Discussão | Conclusão
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/,ERRO ao processar o XML para PMC8169688: prefix 'ns' not found in prefix map
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/,ERRO ao processar o XML para PMC8475764: prefix 'ns' not found in prefix map
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/,ERRO ao processar o XML para PMC9098553: prefix 'ns' not found in prefix map
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/,ERRO ao processar o XML para PMC10503492: prefix 'ns' not found in prefix map
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/,ERRO ao processar o XML para PMC9693084: prefix 'ns' not found in prefix map
Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/,ERRO ao processar o XML para PMC3792163: prefix 'ns' not found in prefix map
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/,ERRO ao processar o XML para PMC4430214: prefix 'ns' not found in prefix map
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/,ERRO ao processar o XML para PMC5045078: prefix 'ns' not found in prefix map
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/,ERRO ao processar o XML para PMC5443495: prefix 'ns' not found in prefix map
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/,ERRO ao processar o XML para PMC5666744: prefix 'ns' not found in prefix map
Vive la radior√©sistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/,ERRO ao processar o XML para PMC5865701: prefix 'ns' not found in prefix map
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/,ERRO ao processar o XML para PMC6337482: prefix 'ns' not found in prefix map
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/,ERRO ao processar o XML para PMC9953463: prefix 'ns' not found in prefix map
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/,ERRO ao processar o XML para PMC10487739: prefix 'ns' not found in prefix map
Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/,ERRO ao processar o XML para PMC11942576: prefix 'ns' not found in prefix map
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/,ERRO ao processar o XML para PMC4052902: prefix 'ns' not found in prefix map
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/,ERRO ao processar o XML para PMC8539686: prefix 'ns' not found in prefix map
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/,ERRO ao processar o XML para PMC10800490: prefix 'ns' not found in prefix map
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/,ERRO ao processar o XML para PMC7756143: prefix 'ns' not found in prefix map
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/,ERRO ao processar o XML para PMC3066201: prefix 'ns' not found in prefix map
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,ERRO ao processar o XML para PMC11324864: prefix 'ns' not found in prefix map
Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665236/,ERRO ao processar o XML para PMC3665236: prefix 'ns' not found in prefix map
Lab-on-a-chip approaches for space-biology research.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10470837/,ERRO ao processar o XML para PMC10470837: prefix 'ns' not found in prefix map
Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/,ERRO ao processar o XML para PMC10386755: prefix 'ns' not found in prefix map
The interaction of vortical flows with red cells in venous valve mimics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896891/,ERRO ao processar o XML para PMC8896891: prefix 'ns' not found in prefix map
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/,ERRO ao processar o XML para PMC8430797: prefix 'ns' not found in prefix map
Investigation of simulated microgravity effects on Streptococcus mutans physiology and global gene expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460135/,ERRO ao processar o XML para PMC5460135: prefix 'ns' not found in prefix map
Altered quorum sensing and physiology of Staphylococcus aureus during spaceflight detected by multi-omics data analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10774393/,ERRO ao processar o XML para PMC10774393: prefix 'ns' not found in prefix map
Homotypic vacuole fusion requires VTI11 and is regulated by phosphoinositides,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,ERRO ao processar o XML para PMC6126739: prefix 'ns' not found in prefix map
REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Formation in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411111/,ERRO ao processar o XML para PMC4411111: prefix 'ns' not found in prefix map
"Phosphoinositides control the localization of HOPS subunit VPS41, which together with VPS33 mediates vacuole fusion in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,ERRO ao processar o XML para PMC6126739: prefix 'ns' not found in prefix map
Microgravity enhances the phenotype of Arabidopsis zigzag-1 and reduces the Wortmannin-induced vacuole fusion in root cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9445043/,ERRO de requisição para PMC9445043: 400 Client Error: Bad Request for url: https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=PMC9445043&retmode=xml
Hypergravity disruption of homeorhetic adaptations to lactation in rat dams include changes in circadian clocks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509447/,ERRO ao processar o XML para PMC3509447: prefix 'ns' not found in prefix map
Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5600826/,ERRO ao processar o XML para PMC5600826: prefix 'ns' not found in prefix map
Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,ERRO ao processar o XML para PMC10831389: prefix 'ns' not found in prefix map
Sex differences in muscle health in simulated micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,ERRO ao processar o XML para PMC10831389: prefix 'ns' not found in prefix map
Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507784/,ERRO ao processar o XML para PMC4507784: prefix 'ns' not found in prefix map
Proteomic study of microsomal proteins reveals a key role for Arabidopsis Annexin 1 in mediating heat stress-induced increase in intracellular calcium levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4349987/,ERRO ao processar o XML para PMC4349987: prefix 'ns' not found in prefix map
Apyrase inhibitors enhance the ability of diverse fungicides to inhibit the growth of different plant-pathogenic fungi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6638264/,ERRO ao processar o XML para PMC6638264: prefix 'ns' not found in prefix map
ANN1 and ANN2 Function in Post-Phloem Sugar Transport in Root Tips to Affect Primary Root Growth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130020/,ERRO ao processar o XML para PMC6130020: prefix 'ns' not found in prefix map
Mitochondria-targeted human catalase in the mouse longevity MCAT model mitigates head-tilt bedrest-induced neuro-inflammation in the hippocampus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695374/,ERRO ao processar o XML para PMC9695374: prefix 'ns' not found in prefix map
Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141014/,ERRO ao processar o XML para PMC6141014: prefix 'ns' not found in prefix map
Longitudinal time course of muscle impairments during partial weight-bearing in rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706399/,ERRO ao processar o XML para PMC6706399: prefix 'ns' not found in prefix map
The partial weight-bearing rat model using a pelvic harness does not impact stress or hindlimb blood flow.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034070/,ERRO ao processar o XML para PMC12034070: prefix 'ns' not found in prefix map
Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235020/,ERRO ao processar o XML para PMC7235020: prefix 'ns' not found in prefix map
Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7599661/,ERRO ao processar o XML para PMC7599661: prefix 'ns' not found in prefix map
Hindlimb suspension in Wistar rats: Sex-based differences in muscle response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8493566/,ERRO ao processar o XML para PMC8493566: prefix 'ns' not found in prefix map
Adaptation to full weight-bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926278/,ERRO ao processar o XML para PMC10926278: prefix 'ns' not found in prefix map
Effects of liquid cultivation on gene expression and phenotype of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6069985/,ERRO ao processar o XML para PMC6069985: prefix 'ns' not found in prefix map
Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9856674/,ERRO ao processar o XML para PMC9856674: prefix 'ns' not found in prefix map
Enabling clonal analyses of yeast in outer space by encapsulation and desiccation in hollow microparticles.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9410522/,ERRO ao processar o XML para PMC9410522: prefix 'ns' not found in prefix map
Caenorhabditis elegans in microgravity: An omics perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10344948/,ERRO ao processar o XML para PMC10344948: prefix 'ns' not found in prefix map
Dried plum diet protects from bone loss caused by ionizing radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4750446/,ERRO ao processar o XML para PMC4750446: prefix 'ns' not found in prefix map
Dietary countermeasure mitigates simulated spaceflight-induced osteopenia in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162976/,ERRO ao processar o XML para PMC7162976: prefix 'ns' not found in prefix map
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,ERRO ao processar o XML para PMC11353732: prefix 'ns' not found in prefix map
Autophagy and its consequences for platelet biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953390/,ERRO ao processar o XML para PMC11953390: prefix 'ns' not found in prefix map
A new role of NAP1L1 in megakaryocytes and human platelets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9737020/,ERRO ao processar o XML para PMC9737020: prefix 'ns' not found in prefix map
Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515519/,ERRO ao processar o XML para PMC5515519: prefix 'ns' not found in prefix map
Morphology of Penicillium rubens Biofilms Formed in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10144393/,ERRO ao processar o XML para PMC10144393: prefix 'ns' not found in prefix map
Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719374/,ERRO ao processar o XML para PMC10719374: prefix 'ns' not found in prefix map
Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11096397/,ERRO ao processar o XML para PMC11096397: prefix 'ns' not found in prefix map
Influence of the spaceflight environment on macrophage lineages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166655/,ERRO ao processar o XML para PMC11166655: prefix 'ns' not found in prefix map
MARSBOx: Fungal and bacterial endurance from a balloon-flown analog mission in the stratosphere,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7937622/,ERRO ao processar o XML para PMC7937622: prefix 'ns' not found in prefix map
In situ linkage of fungal and bacterial proliferation to microbiologically influenced corrosion in B20 biodiesel storage tanks.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7055474/,ERRO ao processar o XML para PMC7055474: prefix 'ns' not found in prefix map
"Identification of metagenome-assembled genomes containing antimicrobial resistance genes, isolated from an advanced water treatment facility.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/,ERRO ao processar o XML para PMC7118179: prefix 'ns' not found in prefix map
Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/,ERRO ao processar o XML para PMC4494396: prefix 'ns' not found in prefix map
The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/,ERRO ao processar o XML para PMC8323809: prefix 'ns' not found in prefix map
Blocking SARS-CoV-2 Delta variant (B.1.617.2) spike protein receptor-binding domain binding with the ACE2 receptor of the host cell and inhibiting virus infections using human host defense peptide-conjugated graphene quantum dots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8886715/,ERRO ao processar o XML para PMC8886715: prefix 'ns' not found in prefix map
Safety and pharmacokinetics of intranasally administered heparin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8890767/,ERRO ao processar o XML para PMC8890767: prefix 'ns' not found in prefix map
Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9487896/,ERRO ao processar o XML para PMC9487896: prefix 'ns' not found in prefix map
Inhibition of Cytomegalovirus by Pentacta pygmaea Fucosylated Chondroitin Sulfate Depends on Its Molecular Weight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142442/,ERRO ao processar o XML para PMC10142442: prefix 'ns' not found in prefix map
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,ERRO ao processar o XML para PMC11477029: prefix 'ns' not found in prefix map
A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309301/,ERRO ao processar o XML para PMC4309301: prefix 'ns' not found in prefix map
Effects of sex and gender on adaptations to space: reproductive health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,ERRO ao processar o XML para PMC11166981: prefix 'ns' not found in prefix map
Effects of spaceflight on the muscles of the murine shoulder.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6343501/,ERRO ao processar o XML para PMC6343501: prefix 'ns' not found in prefix map
Multiscale effects of spaceflight on murine tendon and bone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138367/,ERRO ao processar o XML para PMC7138367: prefix 'ns' not found in prefix map
Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689164/,ERRO ao processar o XML para PMC6689164: prefix 'ns' not found in prefix map
Failure to Generate Bone Marrow Adipocytes Does Not Protect Mice from Ovariectomy-Induced Osteopenia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3564669/,ERRO ao processar o XML para PMC3564669: prefix 'ns' not found in prefix map
Acute exposure to high dose gamma-radiation results in transient activation of bone lining cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042434/,ERRO ao processar o XML para PMC4042434: prefix 'ns' not found in prefix map
Morbid obesity attenuates the skeletal abnormalities associated with leptin deficiency in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4161659/,ERRO ao processar o XML para PMC4161659: prefix 'ns' not found in prefix map
Hypothalamic leptin gene therapy reduces body weight without accelerating age-related bone loss,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/,ERRO ao processar o XML para PMC4917201: prefix 'ns' not found in prefix map
Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4985531/,ERRO ao processar o XML para PMC4985531: prefix 'ns' not found in prefix map
Room temperature housing results in premature cancellous bone loss in growing female mice: implications for the mouse as a preclinical model for age-related bone loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,ERRO ao processar o XML para PMC5421618: prefix 'ns' not found in prefix map
Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/,ERRO ao processar o XML para PMC5515514: prefix 'ns' not found in prefix map
Role of oestrogen receptor signaling in skeletal response to leptin in female ob/ob mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/,ERRO ao processar o XML para PMC8671758: prefix 'ns' not found in prefix map
Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,ERRO ao processar o XML para PMC5771473: prefix 'ns' not found in prefix map
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,ERRO ao processar o XML para PMC5288125: prefix 'ns' not found in prefix map
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,ERRO ao processar o XML para PMC5389344: prefix 'ns' not found in prefix map
Metabolic Coupling Between Bone Marrow Adipose Tissue and Hematopoiesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,ERRO ao processar o XML para PMC9784906: prefix 'ns' not found in prefix map
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,ERRO ao processar o XML para PMC6548323: prefix 'ns' not found in prefix map
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,ERRO ao processar o XML para PMC6597714: prefix 'ns' not found in prefix map
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,ERRO ao processar o XML para PMC6865368: prefix 'ns' not found in prefix map
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,ERRO ao processar o XML para PMC7907224: prefix 'ns' not found in prefix map
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,ERRO ao processar o XML para PMC8213760: prefix 'ns' not found in prefix map
Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,ERRO ao processar o XML para PMC9582271: prefix 'ns' not found in prefix map
Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/,ERRO ao processar o XML para PMC10063413: prefix 'ns' not found in prefix map
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,ERRO ao processar o XML para PMC10889206: prefix 'ns' not found in prefix map
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,ERRO ao processar o XML para PMC8468678: prefix 'ns' not found in prefix map
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,ERRO ao processar o XML para PMC9031868: prefix 'ns' not found in prefix map
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,ERRO ao processar o XML para PMC10030976: prefix 'ns' not found in prefix map
Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,ERRO ao processar o XML para PMC5910807: prefix 'ns' not found in prefix map
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,ERRO ao processar o XML para PMC12021249: prefix 'ns' not found in prefix map
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,ERRO ao processar o XML para PMC6057834: prefix 'ns' not found in prefix map
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,ERRO ao processar o XML para PMC6876156: prefix 'ns' not found in prefix map
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,ERRO ao processar o XML para PMC7415877: prefix 'ns' not found in prefix map
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,ERRO ao processar o XML para PMC7285199: prefix 'ns' not found in prefix map
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,ERRO ao processar o XML para PMC9549344: prefix 'ns' not found in prefix map
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,ERRO ao processar o XML para PMC7530743: prefix 'ns' not found in prefix map
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,ERRO ao processar o XML para PMC7890410: prefix 'ns' not found in prefix map
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,ERRO ao processar o XML para PMC9640571: prefix 'ns' not found in prefix map
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,ERRO ao processar o XML para PMC9862956: prefix 'ns' not found in prefix map
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,ERRO ao processar o XML para PMC10410709: prefix 'ns' not found in prefix map
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,ERRO ao processar o XML para PMC10751425: prefix 'ns' not found in prefix map
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,ERRO ao processar o XML para PMC10605753: prefix 'ns' not found in prefix map
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,ERRO ao processar o XML para PMC10846184: prefix 'ns' not found in prefix map
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,ERRO ao processar o XML para PMC11166967: prefix 'ns' not found in prefix map
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,ERRO ao processar o XML para PMC11302229: prefix 'ns' not found in prefix map
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,ERRO ao processar o XML para PMC11487192: prefix 'ns' not found in prefix map
New perspectives on viable microbial communities in low-biomass cleanroom environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,ERRO ao processar o XML para PMC3554398: prefix 'ns' not found in prefix map
Microbial existence in controlled habitats and their resistance to space conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,ERRO ao processar o XML para PMC10370681: prefix 'ns' not found in prefix map
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,ERRO ao processar o XML para PMC4624184: prefix 'ns' not found in prefix map
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,ERRO ao processar o XML para PMC4945788: prefix 'ns' not found in prefix map
Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,ERRO ao processar o XML para PMC9116463: prefix 'ns' not found in prefix map
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,ERRO ao processar o XML para PMC5201052: prefix 'ns' not found in prefix map
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,ERRO ao processar o XML para PMC5391430: prefix 'ns' not found in prefix map
Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/,ERRO ao processar o XML para PMC5504618: prefix 'ns' not found in prefix map
Whole metagenome profiles of particulates collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/,ERRO ao processar o XML para PMC5580210: prefix 'ns' not found in prefix map
Microbial Characteristics of ISS Environmental Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,ERRO ao processar o XML para PMC8421509: prefix 'ns' not found in prefix map
"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,ERRO ao processar o XML para PMC5552977: prefix 'ns' not found in prefix map
